name,quantity,unit,price_per_unit,low_stock_threshold,description
Copper Component Type-2071,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2071 for stress verification
Copper Component Type-2072,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2072 for stress verification
Copper Component Type-2073,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2073 for stress verification
Copper Component Type-2074,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2074 for stress verification
Copper Component Type-2075,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2075 for stress verification
Copper Component Type-2076,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2076 for stress verification
Copper Component Type-2077,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2077 for stress verification
Copper Component Type-2078,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2078 for stress verification
Copper Component Type-2079,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2079 for stress verification
Copper Component Type-2080,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2080 for stress verification
Copper Component Type-2081,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2081 for stress verification
Copper Component Type-2082,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2082 for stress verification
Copper Component Type-2083,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2083 for stress verification
Copper Component Type-2084,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2084 for stress verification
Copper Component Type-2085,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2085 for stress verification
Copper Component Type-2086,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2086 for stress verification
Copper Component Type-2087,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2087 for stress verification
Copper Component Type-2088,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2088 for stress verification
Copper Component Type-2089,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2089 for stress verification
Copper Component Type-2090,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2090 for stress verification
Copper Component Type-2091,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2091 for stress verification
Copper Component Type-2092,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2092 for stress verification
Copper Component Type-2093,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2093 for stress verification
Copper Component Type-2094,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2094 for stress verification
Copper Component Type-2095,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2095 for stress verification
Copper Component Type-2096,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2096 for stress verification
Copper Component Type-2097,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2097 for stress verification
Copper Component Type-2098,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2098 for stress verification
Copper Component Type-2099,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2099 for stress verification
Copper Component Type-2100,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2100 for stress verification
Copper Component Type-2101,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2101 for stress verification
Copper Component Type-2102,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2102 for stress verification
Copper Component Type-2103,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2103 for stress verification
Copper Component Type-2104,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2104 for stress verification
Copper Component Type-2105,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2105 for stress verification
Copper Component Type-2106,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2106 for stress verification
Copper Component Type-2107,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2107 for stress verification
Copper Component Type-2108,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2108 for stress verification
Copper Component Type-2109,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2109 for stress verification
Copper Component Type-2110,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2110 for stress verification
Copper Component Type-2111,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2111 for stress verification
Copper Component Type-2112,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2112 for stress verification
Copper Component Type-2113,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2113 for stress verification
Copper Component Type-2114,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2114 for stress verification
Copper Component Type-2115,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2115 for stress verification
Copper Component Type-2116,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2116 for stress verification
Copper Component Type-2117,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2117 for stress verification
Copper Component Type-2118,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2118 for stress verification
Copper Component Type-2119,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2119 for stress verification
Copper Component Type-2120,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2120 for stress verification
Copper Component Type-2121,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2121 for stress verification
Copper Component Type-2122,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2122 for stress verification
Copper Component Type-2123,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2123 for stress verification
Copper Component Type-2124,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2124 for stress verification
Copper Component Type-2125,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2125 for stress verification
Copper Component Type-2126,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2126 for stress verification
Copper Component Type-2127,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2127 for stress verification
Copper Component Type-2128,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2128 for stress verification
Copper Component Type-2129,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2129 for stress verification
Copper Component Type-2130,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2130 for stress verification
Copper Component Type-2131,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2131 for stress verification
Copper Component Type-2132,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2132 for stress verification
Copper Component Type-2133,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2133 for stress verification
Copper Component Type-2134,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2134 for stress verification
Copper Component Type-2135,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2135 for stress verification
Copper Component Type-2136,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2136 for stress verification
Copper Component Type-2137,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2137 for stress verification
Copper Component Type-2138,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2138 for stress verification
Copper Component Type-2139,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2139 for stress verification
Copper Component Type-2140,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2140 for stress verification
Copper Component Type-2141,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2141 for stress verification
Copper Component Type-2142,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2142 for stress verification
Copper Component Type-2143,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2143 for stress verification
Copper Component Type-2144,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2144 for stress verification
Copper Component Type-2145,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2145 for stress verification
Copper Component Type-2146,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2146 for stress verification
Copper Component Type-2147,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2147 for stress verification
Copper Component Type-2148,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2148 for stress verification
Copper Component Type-2149,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2149 for stress verification
Copper Component Type-2150,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2150 for stress verification
Copper Component Type-2151,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2151 for stress verification
Copper Component Type-2152,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2152 for stress verification
Copper Component Type-2153,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2153 for stress verification
Copper Component Type-2154,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2154 for stress verification
Copper Component Type-2155,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2155 for stress verification
Copper Component Type-2156,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2156 for stress verification
Copper Component Type-2157,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2157 for stress verification
Copper Component Type-2158,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2158 for stress verification
Copper Component Type-2159,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2159 for stress verification
Copper Component Type-2160,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2160 for stress verification
Copper Component Type-2161,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2161 for stress verification
Copper Component Type-2162,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2162 for stress verification
Copper Component Type-2163,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2163 for stress verification
Copper Component Type-2164,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2164 for stress verification
Copper Component Type-2165,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2165 for stress verification
Copper Component Type-2166,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2166 for stress verification
Copper Component Type-2167,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2167 for stress verification
Copper Component Type-2168,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2168 for stress verification
Copper Component Type-2169,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2169 for stress verification
Copper Component Type-2170,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2170 for stress verification
Copper Component Type-2171,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2171 for stress verification
Copper Component Type-2172,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2172 for stress verification
Copper Component Type-2173,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2173 for stress verification
Copper Component Type-2174,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2174 for stress verification
Copper Component Type-2175,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2175 for stress verification
Copper Component Type-2176,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2176 for stress verification
Copper Component Type-2177,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2177 for stress verification
Copper Component Type-2178,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2178 for stress verification
Copper Component Type-2179,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2179 for stress verification
Copper Component Type-2180,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2180 for stress verification
Copper Component Type-2181,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2181 for stress verification
Copper Component Type-2182,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2182 for stress verification
Copper Component Type-2183,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2183 for stress verification
Copper Component Type-2184,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2184 for stress verification
Copper Component Type-2185,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2185 for stress verification
Copper Component Type-2186,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2186 for stress verification
Copper Component Type-2187,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2187 for stress verification
Copper Component Type-2188,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2188 for stress verification
Copper Component Type-2189,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2189 for stress verification
Copper Component Type-2190,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2190 for stress verification
Copper Component Type-2191,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2191 for stress verification
Copper Component Type-2192,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2192 for stress verification
Copper Component Type-2193,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2193 for stress verification
Copper Component Type-2194,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2194 for stress verification
Copper Component Type-2195,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2195 for stress verification
Copper Component Type-2196,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2196 for stress verification
Copper Component Type-2197,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2197 for stress verification
Copper Component Type-2198,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2198 for stress verification
Copper Component Type-2199,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2199 for stress verification
Copper Component Type-2200,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2200 for stress verification
Copper Component Type-2201,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2201 for stress verification
Copper Component Type-2202,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2202 for stress verification
Copper Component Type-2203,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2203 for stress verification
Copper Component Type-2204,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2204 for stress verification
Copper Component Type-2205,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2205 for stress verification
Copper Component Type-2206,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2206 for stress verification
Copper Component Type-2207,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2207 for stress verification
Copper Component Type-2208,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2208 for stress verification
Copper Component Type-2209,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2209 for stress verification
Copper Component Type-2210,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2210 for stress verification
Copper Component Type-2211,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2211 for stress verification
Copper Component Type-2212,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2212 for stress verification
Copper Component Type-2213,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2213 for stress verification
Copper Component Type-2214,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2214 for stress verification
Copper Component Type-2215,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2215 for stress verification
Copper Component Type-2216,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2216 for stress verification
Copper Component Type-2217,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2217 for stress verification
Copper Component Type-2218,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2218 for stress verification
Copper Component Type-2219,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2219 for stress verification
Copper Component Type-2220,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2220 for stress verification
Copper Component Type-2221,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2221 for stress verification
Copper Component Type-2222,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2222 for stress verification
Copper Component Type-2223,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2223 for stress verification
Copper Component Type-2224,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2224 for stress verification
Copper Component Type-2225,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2225 for stress verification
Copper Component Type-2226,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2226 for stress verification
Copper Component Type-2227,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2227 for stress verification
Copper Component Type-2228,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2228 for stress verification
Copper Component Type-2229,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2229 for stress verification
Copper Component Type-2230,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2230 for stress verification
Copper Component Type-2231,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2231 for stress verification
Copper Component Type-2232,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2232 for stress verification
Copper Component Type-2233,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2233 for stress verification
Copper Component Type-2234,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2234 for stress verification
Copper Component Type-2235,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2235 for stress verification
Copper Component Type-2236,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2236 for stress verification
Copper Component Type-2237,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2237 for stress verification
Copper Component Type-2238,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2238 for stress verification
Copper Component Type-2239,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2239 for stress verification
Copper Component Type-2240,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2240 for stress verification
Copper Component Type-2241,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2241 for stress verification
Copper Component Type-2242,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2242 for stress verification
Copper Component Type-2243,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2243 for stress verification
Copper Component Type-2244,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2244 for stress verification
Copper Component Type-2245,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2245 for stress verification
Copper Component Type-2246,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2246 for stress verification
Copper Component Type-2247,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2247 for stress verification
Copper Component Type-2248,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2248 for stress verification
Copper Component Type-2249,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2249 for stress verification
Copper Component Type-2250,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2250 for stress verification
Copper Component Type-2251,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2251 for stress verification
Copper Component Type-2252,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2252 for stress verification
Copper Component Type-2253,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2253 for stress verification
Copper Component Type-2254,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2254 for stress verification
Copper Component Type-2255,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2255 for stress verification
Copper Component Type-2256,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2256 for stress verification
Copper Component Type-2257,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2257 for stress verification
Copper Component Type-2258,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2258 for stress verification
Copper Component Type-2259,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2259 for stress verification
Copper Component Type-2260,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2260 for stress verification
Copper Component Type-2261,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2261 for stress verification
Copper Component Type-2262,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2262 for stress verification
Copper Component Type-2263,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2263 for stress verification
Copper Component Type-2264,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2264 for stress verification
Copper Component Type-2265,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2265 for stress verification
Copper Component Type-2266,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2266 for stress verification
Copper Component Type-2267,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2267 for stress verification
Copper Component Type-2268,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2268 for stress verification
Copper Component Type-2269,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2269 for stress verification
Copper Component Type-2270,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2270 for stress verification
Copper Component Type-2271,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2271 for stress verification
Copper Component Type-2272,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2272 for stress verification
Copper Component Type-2273,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2273 for stress verification
Copper Component Type-2274,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2274 for stress verification
Copper Component Type-2275,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2275 for stress verification
Copper Component Type-2276,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2276 for stress verification
Copper Component Type-2277,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2277 for stress verification
Copper Component Type-2278,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2278 for stress verification
Copper Component Type-2279,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2279 for stress verification
Copper Component Type-2280,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2280 for stress verification
Copper Component Type-2281,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2281 for stress verification
Copper Component Type-2282,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2282 for stress verification
Copper Component Type-2283,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2283 for stress verification
Copper Component Type-2284,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2284 for stress verification
Copper Component Type-2285,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2285 for stress verification
Copper Component Type-2286,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2286 for stress verification
Copper Component Type-2287,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2287 for stress verification
Copper Component Type-2288,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2288 for stress verification
Copper Component Type-2289,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2289 for stress verification
Copper Component Type-2290,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2290 for stress verification
Copper Component Type-2291,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2291 for stress verification
Copper Component Type-2292,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2292 for stress verification
Copper Component Type-2293,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2293 for stress verification
Copper Component Type-2294,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2294 for stress verification
Copper Component Type-2295,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2295 for stress verification
Copper Component Type-2296,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2296 for stress verification
Copper Component Type-2297,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2297 for stress verification
Copper Component Type-2298,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2298 for stress verification
Copper Component Type-2299,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2299 for stress verification
Copper Component Type-2300,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2300 for stress verification
Copper Component Type-2301,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2301 for stress verification
Copper Component Type-2302,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2302 for stress verification
Copper Component Type-2303,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2303 for stress verification
Copper Component Type-2304,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2304 for stress verification
Copper Component Type-2305,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2305 for stress verification
Copper Component Type-2306,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2306 for stress verification
Copper Component Type-2307,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2307 for stress verification
Copper Component Type-2308,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2308 for stress verification
Copper Component Type-2309,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2309 for stress verification
Copper Component Type-2310,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2310 for stress verification
Copper Component Type-2311,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2311 for stress verification
Copper Component Type-2312,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2312 for stress verification
Copper Component Type-2313,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2313 for stress verification
Copper Component Type-2314,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2314 for stress verification
Copper Component Type-2315,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2315 for stress verification
Copper Component Type-2316,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2316 for stress verification
Copper Component Type-2317,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2317 for stress verification
Copper Component Type-2318,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2318 for stress verification
Copper Component Type-2319,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2319 for stress verification
Copper Component Type-2320,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2320 for stress verification
Copper Component Type-2321,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2321 for stress verification
Copper Component Type-2322,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2322 for stress verification
Copper Component Type-2323,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2323 for stress verification
Copper Component Type-2324,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2324 for stress verification
Copper Component Type-2325,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2325 for stress verification
Copper Component Type-2326,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2326 for stress verification
Copper Component Type-2327,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2327 for stress verification
Copper Component Type-2328,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2328 for stress verification
Copper Component Type-2329,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2329 for stress verification
Copper Component Type-2330,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2330 for stress verification
Copper Component Type-2331,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2331 for stress verification
Copper Component Type-2332,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2332 for stress verification
Copper Component Type-2333,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2333 for stress verification
Copper Component Type-2334,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2334 for stress verification
Copper Component Type-2335,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2335 for stress verification
Copper Component Type-2336,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2336 for stress verification
Copper Component Type-2337,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2337 for stress verification
Copper Component Type-2338,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2338 for stress verification
Copper Component Type-2339,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2339 for stress verification
Copper Component Type-2340,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2340 for stress verification
Copper Component Type-2341,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2341 for stress verification
Copper Component Type-2342,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2342 for stress verification
Copper Component Type-2343,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2343 for stress verification
Copper Component Type-2344,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2344 for stress verification
Copper Component Type-2345,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2345 for stress verification
Copper Component Type-2346,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2346 for stress verification
Copper Component Type-2347,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2347 for stress verification
Copper Component Type-2348,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2348 for stress verification
Copper Component Type-2349,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2349 for stress verification
Copper Component Type-2350,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2350 for stress verification
Copper Component Type-2351,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2351 for stress verification
Copper Component Type-2352,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2352 for stress verification
Copper Component Type-2353,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2353 for stress verification
Copper Component Type-2354,150.5,rolls,45.99,20.0,Fitted bulk element batch number 2354 for stress verification
Copper Component Type-2355,150.5,sheets,45.99,20.0,Fitted bulk element batch number 2355 for stress verification
Copper Component Type-2356,150.5,pieces,45.99,20.0,Fitted bulk element batch number 2356 for stress verification
Copper Component Type-2357,150.5,lbs,45.99,20.0,Fitted bulk element batch number 2357 for stress verification
Copper Component Type-2358,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 2358 for stress verification
Copper Component Type-2359,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 2359 for stress verification
